user_description,name,wiki_description,perenual_data_text
"I’m looking for a charming perennial flower that thrives in woodland settings, ideally one that blooms beautifully in spring. It would be great if it has unique leaves with a mottled pattern, adding character to my garden while being easy to care for and capable of forming lovely colonies.",yellow adder's tongue,"Erythronium americanum, the trout lily, yellow trout lily, fawn lily, yellow adder's-tongue, or yellow dogtooth violet, is a species of perennial, colony forming, spring ephemeral flower native to North America and dwelling in woodland habitats. Within its range it is a very common and widespread species, especially in eastern North America. The common name ""trout lily"" refers to the appearance of its gray-green leaves mottled with brown or gray, which allegedly resemble the coloring of brook trout.","The yellow adder's tongue Erythronium americanum is a remarkable plant native to eastern rth America. It is renowned for its stunning yellow flowers that bloom in spring before the foliage emerges. The leaves resemble tongues, giving the plant its name. It is a hardy species that grows in moist woodlands, and can naturalize in gardens and wild spaces. It is easy to take care of, requiring little maintenance and only small amounts of sunlight. This perennial is definitely an amazing addition to any yard or garden! flower: yellow. petiole: red-green. leaves: red-green Common name: yellow adder's tongue Sunlight: Part shade, full shade Soil: Acidic, Humus rich, Well-drained Watering: Average Growth cycle: Herbaceous Perennial Origin: Eastern rth America Care level: Medium Maintenance: Moderate Growth rate: Moderate Dimensions: 'type': ne, 'min_value': 0.25, 'max_value': 0.5, 'unit': 'feet' has leaves. has flowers. has fruits. drought tolerant. not salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a versatile shrub or tree that can add beauty to my garden while thriving in a variety of climates. I want something that’s native to the Americas, offering lush foliage and possibly vibrant flowers to enhance my outdoor space. It should be hardy and easy to care for, perfect for creating a welcoming atmosphere.",escallonia,Escallonia is a genus of shrubs and trees in the family Escalloniaceae. They are native to North and South America.,"Escallonia rigida, commonly known as escallonia, is an amazing long-growing shrub with many amazing features. This durable South American species is an evergreen woody shrub and its dense foliage provides excellent screening, making it an ideal choice for creating hedges in gardens. Escallonia's attractive flowers feature a unique two-tone format with white and pink shades. In addition, its glossy green foliage complements its bright blooms, creating an aesthetically pleasing contrast. Escallonia rigida is also suitable for growing in coastal areas thanks to its strong tolerance to salt sprays. Its rapid growth allows it to quickly reach impressive heights, making it an ideal choice for gardeners looking to add screens, living walls, or topiary displays. flowers: white. stamens: yellow-green. center: yellow-green. stems: lime-green. leaves: dark-green Common name: escallonia Sunlight: Full sun, part shade Watering: Average Growth cycle: Perennial Origin: Chile, Argentina Care level: Medium Maintenance: Low Growth rate: Low Dimensions: 'type': ne, 'min_value': 6, 'max_value': 8, 'unit': 'feet' has leaves. has flowers. has no fruits. drought tolerant. salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a stunning herbaceous perennial that can bring a tropical vibe to my garden. I want a plant that features striking flowers and thrives in warm, humid conditions, perfect for creating a vibrant and lush atmosphere. Ideally, it should be easy to care for and add a touch of exotic beauty to my outdoor space.",torch ginger,"Etlingera elatior is a species of herbaceous perennial plant in the family Zingiberaceae, native to the Malay Peninsular, the islands of Indonesia and New Guinea of the Malesia bioregion.","Torch ginger Etlingera elatior is a truly amazing plant species that is part of the Ginger family. Native to tropical Asia and some Pacific islands, this species is an evergreen that reaches heights up to 10 feet. Its most amazing feature, however, is the long showy bracts that make up its flower heads on each stem. They come in colors of pink, red, purple, or yellow, and can resemble a burning torch, hence its name! Torch ginger is also edible and its root, flower stalk, and flower heads can be cooked and consumed as part of many dishes. Therefore, this species truly is an amazing find! Common name: torch ginger Sunlight: full sun, part shade Watering: Average Growth cycle: Herbaceous Perennial Origin: Thailand, Malesia, New Guinea Care level: Medium Maintenance: Moderate Growth rate: Low Dimensions: 'type': ne, 'min_value': 6, 'max_value': 15, 'unit': 'feet' has leaves. has flowers. has no fruits. drought tolerant. salt tolerant. not thorny. no edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a small to medium-sized tree that can thrive in my garden and adds a unique touch with its textured bark. I appreciate evergreen foliage, especially if it has eye-catching, round leaves, and I'd love a plant that produces beautiful white flowers and interesting fruit. Ideally, this tree would be well-suited for a climate similar to south-eastern Australia.",argyle-apple,"Eucalyptus cinerea, commonly known as the Argyle apple, mealy stringbark or silver dollar tree, is a species of small- to medium-sized tree that is endemic to south-eastern Australia. It has rough, fibrous bark on the trunk and branches, usually only juvenile, glaucous, egg-shaped evergreen leaves, flower buds in groups of three, white flowers and conical to bell-shaped fruit.","The argyle-apple Eucalyptus cinerea is an amazing species for its unique features. Its pale grey bark is mottled with fiery red patches, bearing striking resemblance to the popular argyle pattern. As it grows, the bark sheds to reveal smooth, powdery white trunks. This species also has large, light-green to grey, round leaves which are scented with a peppermint, eucalyptus scent. In summer, white flowers with yellow tips bloom, giving the argyle-apple a unique beauty. With hardiness and drought-tolerance, this species is an ideal choice for xeriscaping gardens and landscaping projects. Its bright foliage, delicate flowers, and its eye-catching bark make the argyle-apple an amazing ornamental species. Common name: argyle-apple Sunlight: Full sun Watering: Average Growth cycle: Perennial Origin: Southeastern Australia Care level: Moderate Maintenance: Low Growth rate: Low Dimensions: 'type': ne, 'min_value': 6, 'max_value': 10, 'unit': 'feet' has leaves. has flowers. has fruits. drought tolerant. salt tolerant. not thorny. no edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a lovely flowering plant that can add a touch of elegance to my garden. I want something that thrives in well-drained soil and offers beautiful blooms, making it a standout feature in any landscape. Ideally, this plant should be easy to care for and provide seasonal interest throughout the year.",Eubotrys,"Eubotrys is a genus of plants in the family Ericaceae. Currently accepted species include:Eubotrys racemosa Nutt.
Eubotrys recurva (Buckley) Britton","Eubotrys, also known as ""Clustered Nettle"" is a herbaceous perennial, native to the southeastern United States. It is a member of the mint family, and is quite attractive with its glossy green leaves and clusters of small white flowers. This plant is extremely hardy and drought-tolerant, making it a great choice for gardens in hot and dry regions. It even tolerates partial shade, although it does best in full sun. Eubotrys racemosa provides an incredible source of nectar and pollen for local bees and other pollinators, making it a great choice to add to any garden. Its beautiful foliage and vibrant flowers make it a stunning addition to any landscape, and its hardiness make it an incredibly low-maintenance species for sunny gardens. Common name: Eubotrys Sunlight: Part shade Watering: Frequent Growth cycle: Perennial Origin: Southeastern United States Care level: Medium Maintenance: Low Growth rate: Low Dimensions: 'type': ne, 'min_value': 3, 'max_value': 8, 'unit': 'feet' Harvest season: Fall has leaves. has flowers. has fruits. not drought tolerant. salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a tall tree that can bring a splash of color to my garden with its unique, multi-hued bark. It would be great if it thrives in a rainforest-like environment and can handle a bit of humidity. Ideally, I want something that stands out and adds a vibrant touch to my outdoor space.",Indonesian gum,"Eucalyptus deglupta is a species of tall tree, commonly known as the rainbow eucalyptus, Mindanao gum, or rainbow gum that is native to the Philippines, Indonesia and Papua New Guinea. It is the only Eucalyptus species that usually lives in rainforest, with a natural range that extends into the Northern Hemisphere. It is characterized by multi-coloured bark.","Indonesian gum Eucalyptus deglupta is an amazing tree species for many reasons. It is a fast-growing and hardy species, capable of reaching heights of more than 200 feet, and it is well suited to a wide range of climates. This majestic tree also has strikingly beautiful bark, featuring bright hues of red, orange, yellow, and green. Indonesian gum is also tolerant of both drought and fire, making it an ideal species for fire-prone areas. Last, but certainly not least, its impressive gum production can be used for a variety of purposes, from making medicines to using in construction. bark: orange-brown. branches: green-brown, orange-green. twigs: brown, red-brown. leaves: green, dark-green. trunk: orange-green-brown Common name: Indonesian gum Sunlight: Full sun Watering: Frequent Growth cycle: Perennial Origin: Malesia and Papuasia Maintenance: Low Growth rate: High Dimensions: 'type': ne, 'min_value': 100, 'max_value': 250, 'unit': 'feet' Harvest season: Summer has leaves. has flowers. has fruits. drought tolerant. salt tolerant. thorny. has edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I’m looking for a vibrant and eye-catching flowering plant that blooms in summer, showcasing brilliant shades of red, orange, and yellow. Ideally, it should be easy to grow and serve as a lovely addition to my garden, while also being versatile enough to use as a garnish or in herbal remedies. Plus, I’d love it if it has a special connection to a particular region or culture!",California poppy,"Eschscholzia californica, the California poppy, golden poppy, Mexican poppy, California sunlight or cup of gold, is a species of flowering plant in the family Papaveraceae, native to the United States and Mexico. It is cultivated as an ornamental plant flowering in summer, with showy flowers in brilliant shades of red, orange and yellow. It is also used as food or a garnish. It had various uses in indigenous herbalism. It became the official state flower of California in 1903.","The California poppy, a brilliant bloom that displays a multitude of shades ranging from orange to yellow and sometimes even pink, is an amazing species. t only does it boast an incredibly vibrant color palette, the flower is also highly drought-resistant and can flourish in a range of weather conditions, even blooming in summer's hottest temperatures. Besides providing a stunning splash of color to any outdoor setting, California poppies are also packed with health benefits. The plant's aromatics are known to reduce anxiety and provide a calming effect, while the petals can be used as a natural food dye. t only aesthetically pleasing, the California poppy is a practical and hardy choice for adding a touch of beauty to one's environment. Common name: California poppy Sunlight: Full sun Soil: Well-drained Watering: Average Growth cycle: Herbaceous Perennial Origin: Western United States Care level: Easy Maintenance: Low Growth rate: High Dimensions: 'type': ne, 'min_value': 1, 'max_value': 1.5, 'unit': 'feet' Harvest season: Summer has leaves. has flowers. has fruits. drought tolerant. salt tolerant. not thorny. no edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a unique and eye-catching plant that boasts a striking display of flowers atop sturdy stems, resembling a charming little pineapple. I want something that features lush, rosette-like leaves at the base and adds a touch of exotic flair to my garden or indoor space. A bulbous perennial with vibrant blooms would be perfect to enhance my collection!",pineapple lily,"Eucomis is a genus of flowering plants in the family Asparagaceae, subfamily Scilloideae, native to southern Africa. Most species of this genus are commonly referred to as pineapple flowers or pineapple lilies. They are bulbous perennials with basal rosettes of leaves and stout stems covered in star-shaped flowers with a tuft of green bracts at the top, superficially resembling a pineapple – hence the common names.","The pineapple lily, or Eucomis 'Freckles', is an amazing floral specimen. Its vibrant, deep green foliage is decorated with striking white spots, while its pink blooms create a stunning contrast. Its long bloom period, from summer to fall, is a delight to behold. Eucomis 'Freckles' adds a tropical feel to any garden setting and is a reliable and hardy perennial. This plant also requires minimal care, making it an ideal choice for those who are looking for a low-maintenance beauty. t only are these plants gorgeous and easy to maintain, but they are also versatile. They can be grown as houseplants, in pots, or in garden beds. Enjoy the beauty of this tropical plant in your outdoor space today! Common name: pineapple lily Sunlight: Full sun Watering: Average Growth cycle: Perennial Origin: South Africa Care level: Moderate Maintenance: Moderate Growth rate: Low Dimensions: 'type': ne, 'min_value': 0.75, 'max_value': 1, 'unit': 'feet' has leaves. has flowers. has no fruits. drought tolerant. salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a striking tree that can bring a touch of nature to my landscape. Ideally, it should have a beautiful, smooth bark and lush foliage that offers shade and a sense of tranquility. I want something that can thrive in a variety of conditions, adding both aesthetic appeal and ecological value to my garden.",mountain gum,"Mountain gum may refer to:Eucalyptus cypellocarpa, also known as the mountain grey gum
Eucalyptus dalrympleana, also known as the mountain white gum","Mountain Gum Eucalyptus dalrympleana is an incredibly amazing species of tree with a unique beauty. It has a gorgeous grey/brown bark with stunning stripes, making it a popular pick for gardens and parks. The lush, evergreen foliage is a deep shade of green and tufts of white flowers can be seen throughout the year. t only is it an attractive species, but it is also incredibly hardy and capable of withstanding harsh, cold temperatures making them perfect for those who live in areas of higher elevation. They also provide great habitat and nutrition for many wildlife species, aiding their dispersal of seeds and their pollination. an essential part of the amazing biodiversity. branches: pale-white, light-brown. trunk: pale-white, brown-white. leaves: green. twigs: light-brown Common name: mountain gum Sunlight: Full sun Watering: Minimum Growth cycle: Perennial Origin: Southeastern Australia Care level: High Maintenance: Moderate Growth rate: High Dimensions: 'type': ne, 'min_value': 50, 'max_value': 70, 'unit': 'feet' has leaves. has flowers. has no fruits. drought tolerant. not salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a stunning tropical plant that can thrive in a variety of environments, ideally one that brings a touch of the exotic to my home. I want something that features lush foliage and beautiful blooms, perfect for adding a vibrant pop of color to my indoor space or garden. It would be great if it can adapt well and flourish even in different climates.",Amazon lily,"Urceolina is a genus of South American plants in the amaryllis family native to Bolivia, Brazil, Colombia, Costa Rica, Ecuador, Guatemala, Panama, and Peru. It has also been introduced to many South and Central American states, as well as India and Sri Lanka. The formerly accepted genera Eucharis and Caliphruria are now regarded as synonyms of this genus. Many species of this genus share the common name Amazon lily.","The Amazon lily Eucharis amazonica is an amazing plant species native to the Amazon region. It produces beautiful white, cup-shaped flowers with yellow throats that contrast against its glossy foliage. Its easy-to-care-for nature, adaptability to a wide range of temperatures, and safe-for-pets status make this popular houseplant a great addition to any home. Additionally, it adds humidity and oxygen to the air as it takes in carbon dioxide, making it a great choice for those with indoor plants! Its cheerful, delicate blooms will add a lovely splash of color and vibrancy to any room. Common name: Amazon lily Sunlight: part shade, part sun/part shade Watering: Average Growth cycle: Perennial Origin: Peru Care level: High Maintenance: Low Growth rate: High Dimensions: 'type': ne, 'min_value': 1.5, 'max_value': 2, 'unit': 'feet' has leaves. has flowers. has no fruits. not drought tolerant. salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I’m looking for a small to medium-sized tree that can thrive in my garden, ideally one that has a mix of textures with fibrous bark on the trunk and smooth, attractive upper bark. I’d love it to have vibrant leaves that change shape as it matures, and I’m hoping for some lovely white flowers and interesting fruit to add visual interest throughout the seasons.",silver-dollar gum,"Eucalyptus polyanthemos, commonly known as red box, is a species of small to medium-sized tree, that is 
native to eastern Australia but has been introduced into other countries. It has fibrous bark on the trunk and larger branches, smooth greyish to cream-coloured bark above, or smooth bark throughout. It has broadly egg-shaped to round juvenile leaves, lance-shaped, egg-shaped or almost round adult leaves, flower buds in groups of seven, white flowers and barrel-shaped to conical fruit.","The silver-dollar gum Eucalyptus perriniana is an amazing plant species that will bring beauty to any environment. Its eye-catching feature is its silvery blue foliage which radiates with brilliance in the sun. With its breathtaking presence, it is one of the most sought-after tree species in the eucalyptus family. It is highly adaptable and can even survive in droughts, making it the perfect plant choice for gardeners in dry climates. It is fast-growing and produces a brilliantly fragrant scent that will delicately perfume a garden. You'll be in awe of its skillful ability to bring peace and beauty to any outdoor space. Common name: silver-dollar gum Sunlight: Full sun Watering: Minimum Growth cycle: Perennial Origin: Southeastern Australia Care level: Moderate Maintenance: Moderate Growth rate: High Dimensions: 'type': ne, 'min_value': 20, 'max_value': 30, 'unit': 'feet' Harvest season: Summer has leaves. has flowers. has fruits. drought tolerant. salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a vibrant shrub that can add a burst of color to my garden. Ideally, it should be native to eastern North America, with striking foliage that catches the eye and perhaps even offers some unique seasonal appeal. A plant that has a charming, whimsical quality would be perfect for creating a warm and inviting atmosphere.",eastern wahoo,"Euonymus atropurpureus is a species of shrub in the bittersweet family. It has the common names American wahoo, eastern wahoo, burningbush and hearts bursting with love. It is native to eastern North America.","Eastern Wahoo is an amazing plant species suited to a variety of climates and soils. It has beautiful rust-colored foliage in the fall, and its emerald green oval-shaped leaves provide interest in any garden. It is a moderate grower, and can reach up to twenty feet tall, which makes it perfect for screens, hedges and specimen plantings. Its deep tap-roots give it superior resistance to drought and extreme weather. Its multiple trunks make it a landscaper's favorite, providing an interesting texture and shape. Plus, its clusters of small, fleshy fruits also give it ornamental interest. Eastern Wahoo is a reliable addition to any garden, making it an ideal choice for attracting birds and other wildlife. Common name: eastern wahoo Sunlight: Full sun, part shade Watering: Average Growth cycle: Perennial Origin: Eastern rth America Care level: Moderate Maintenance: Low Growth rate: Low Dimensions: 'type': ne, 'min_value': 12, 'max_value': 20, 'unit': 'feet' Attracts: Birds Harvest season: Fall has leaves. has flowers. has fruits. drought tolerant. salt tolerant. thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a versatile plant that can add beauty to my garden, whether as a striking shrub or a small tree. I appreciate options that offer seasonal interest, with vibrant foliage or unique textures, and that can thrive in various climates. Additionally, I want something that can work well in both sunny and shady spots while providing a touch of character to my landscape.",spindletree,"Euonymus is a genus of flowering plants in the staff vine family Celastraceae. Common names vary widely among different species and between different English-speaking countries, but include spindle, burning-bush, strawberry-bush, wahoo, wintercreeper, or simply euonymus. It has about 140 species of deciduous and evergreen shrubs, small trees and lianas. They are mostly native to East Asia, extending to the Himalayas, and they are also distributed in Europe, Australasia, North America, and Madagascar. Fifty species are endemic to China.","Spindletree Euonymus grandiflorus is an amazing plant species for its vibrant and long-lasting display of beauty. It provides stunning white and creamy flowers that bloom from late spring to late summer, and its intense yellow and orange:colored fall foliage makes for a gorgeous autumn show. This Vigorous, fast growing deciduous shrub can be trained to grow up trees, walls or fence posts and makes for a great privacy hedge. Additionally, its evergreen foliage provides a dense presence of greenery all year round. Spindletree is sure to add an elemant of beauty to any garden. leaves: burgundy-red. veins: red. midribs: red. stems: green-red Common name: spindletree Sunlight: Full sun, part shade Watering: Average Growth cycle: Perennial Origin: Bhutan, China, India, Myanmar, Nepal, and Vietnam Maintenance: Low Growth rate: Low Dimensions: 'type': ne, 'min_value': 15, 'max_value': 20, 'unit': 'feet' Attracts: Birds has leaves. has flowers. has no fruits. not drought tolerant. salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a hardy, flowering plant that can thrive in various environments and add a touch of greenery to my space. Ideally, it should be low-maintenance and capable of climbing or spreading, making it perfect for covering walls or ground areas. I want something that can grow well in urban settings but won't overpower or damage surrounding plants.",winter creeper,"Euonymus fortunei, the spindle, Fortune's spindle, winter creeper or wintercreeper, is a species of flowering plant in the family Celastraceae, native to east Asia, including China, Korea, the Philippines and Japan. E. fortunei is highly invasive and damaging in the United States, causing the death of trees and forest in urban areas.","Winter creeper Euonymus fortunei is an evergreen, vining shrub that can both provide year-round interest in a garden, as well as screen less-appealing landscape features. It has a mound of glossy, dark green foliage during the summer months, but even more spectacular is the riot of color that comes in the winter months. This shrub's leaves take on a unique pink, red, and bronze shade, allowing it to stand out in a winter garden. It is also extremely low-maintenance and disease-resistant, making it an ideal choice for gardeners in colder climates. Winter creeper is a gorgeous and versatile addition to any landscape. flowers: creamy-white. anther: yellow. filaments: white. leaves: white-green, yellow-green. midribs: white, yellow. stems: lime-green Common name: winter creeper Sunlight: Full sun, part shade Watering: Average Growth cycle: Perennial Origin: East Asia Maintenance: Moderate Growth rate: Moderate Dimensions: 'type': ne, 'min_value': 3, 'max_value': 20, 'unit': 'feet' Harvest season: Fall has leaves. has flowers. has fruits. drought tolerant. not salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a striking, ornamental shrub that adds vibrant color to my garden. I want something that stands out with unique winged branches and beautiful foliage, especially in the fall when it bursts into eye-catching hues. Ideally, this plant should thrive in a variety of conditions and bring a touch of elegance to my landscape.",winged spindle tree,"Euonymus alatus, known variously as burning bush, winged euonymus, winged spindle, and winged spindle-tree, is a species of flowering plant in the family Celastraceae, native to central and northern China, Japan, and Korea.","The winged spindle tree Euonymus alatus 'Rudy Haag' is a magnificent tree that will not only add beauty to any garden or landscape, but also year-round interest. Its large, dark green leaves turn stunning shades of bright red, yellow and orange in autumn, and cream-colored seed capsules emerge from wings on its stems and branches. In spring, small, white flowers bloom and are followed by brilliant red fruits - a delight for birds. The winged spindle tree is an excellent choice for its tolerance to drought, pollution and heat. Its interesting branching makes it a perfect outdoor focal point to admire and enjoy. leaves: red-green. midribs: light-green. buds: red. stems: lime-green Common name: winged spindle tree Sunlight: Full sun, part shade Watering: Average Growth cycle: Perennial Origin: Japan Maintenance: Low Growth rate: High Dimensions: 'type': ne, 'min_value': 3, 'max_value': 5, 'unit': 'feet' has leaves. has flowers. has no fruits. drought tolerant. not salt tolerant. thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a flowering plant that adds a touch of charm to my garden, ideally one that thrives in eastern climates. I love the idea of a bush that produces unique, eye-catching fruits and has a vibrant presence throughout the seasons. It would be great if it could also handle varying conditions and bring a sense of warmth and character to my outdoor space.",strawberry bush,"Euonymus americanus is a species of flowering plant in the family Celastraceae. Common names include strawberry bush, American strawberry bush, bursting-heart, hearts-a-bustin, and hearts-bustin'-with-love. It is native to the eastern United States, its distribution extending as far west as Texas. It has also been recorded in Ontario.","The strawberry bush Euonymus americanus is a wonderful little shrub that is a native of rth America. It is a deciduous shrub with bright green, leathery foliage, which emerges with yellow and pink tints, making it very attractive. It produces inconspicuous yellow and green blossoms in the spring, which in turn bear edible, bright red berries in the summer. This makes it a great source of food for birds and other wildlife, as well as being pleasing to the eye. The shrub is low maintenance and extremely hardy, making it a great choice for beginner gardeners. Overall, the strawberry bush is an eye-catching addition to any garden. Common name: strawberry bush Sunlight: Part shade Watering: Average Growth cycle: Perennial Origin: Eastern United States Care level: Moderate Maintenance: Low Growth rate: Low Dimensions: 'type': ne, 'min_value': 4, 'max_value': 6, 'unit': 'feet' Attracts: Birds Harvest season: Fall has leaves. has flowers. has fruits. drought tolerant. salt tolerant. not thorny. has edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I’m looking for a versatile plant that can thrive in various climates, whether as a lovely shrub or a climbing vine. I’d love something that offers attractive foliage year-round and has interesting seasonal colors or textures to enhance my garden. Ideally, it should be easy to care for and add a touch of elegance to my outdoor space.",euonymus,"Euonymus is a genus of flowering plants in the staff vine family Celastraceae. Common names vary widely among different species and between different English-speaking countries, but include spindle, burning-bush, strawberry-bush, wahoo, wintercreeper, or simply euonymus. It has about 140 species of deciduous and evergreen shrubs, small trees and lianas. They are mostly native to East Asia, extending to the Himalayas, and they are also distributed in Europe, Australasia, North America, and Madagascar. Fifty species are endemic to China.","Euonymus kiautschovicus 'Manhattan' is an amazing plant species. It has beautiful variegated foliage with cream-green and white leaves that form a contrasting pattern. This plant is native to Japan and grows up to 2 m in height, making it an ideal choice for hedges and screens. It is also great for containers as it has a neat habit and is drought tolerant. Its branches are attractive and have an unusual twisted shape that adds an interesting element to any garden. This unique species is also highly adaptable to different soil types, so is suitable for a variety of locations. If you're looking for a ornamental plant, Euonymus kiautschovicus 'Manhattan' is an ideal choice. Common name: euonymus Sunlight: Full sun, part shade Watering: Average Growth cycle: Perennial Origin: China Care level: Moderate Maintenance: Low Growth rate: Low Dimensions: 'type': ne, 'min_value': 4, 'max_value': 6, 'unit': 'feet' has leaves. has flowers. has no fruits. not drought tolerant. salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I’m looking for a hardy, evergreen plant that can provide year-round interest in my garden. Ideally, it would be a fast-growing ground cover that can thrive in various conditions, but I want to be cautious about any invasive tendencies. A beautiful, lush green appearance would be a plus, adding texture and color to my landscape.",wintercreeper,"Euonymus fortunei, the spindle, Fortune's spindle, winter creeper or wintercreeper, is a species of flowering plant in the family Celastraceae, native to east Asia, including China, Korea, the Philippines and Japan. E. fortunei is highly invasive and damaging in the United States, causing the death of trees and forest in urban areas.","Wintercreeper Euonymus fortunei 'Variegatus' is an amazing specimen in any landscape. Small in size, but big in impact, Wintercreeper features glossy foliage with creamy white edges and deep green centers. Fantastic in containers, the lush foliage cascades over rocks and baskets as it grows. Additionally, its versatility ensures it is suitable for various climates and light levels; from deep shade to full sun, this plant will blossom and thrive! t only is it hardy, but its low-maintenance and pest-resistant nature have earned it a star-status amongst DIY and professional landscapers. flowers: white. leaves: white-green. veins: green. midribs: green. stems: green Common name: wintercreeper Sunlight: Full sun, part shade Watering: Average Growth cycle: Herbaceous Perennial Origin: China Care level: Moderate Maintenance: Low Growth rate: Low Dimensions: 'type': ne, 'min_value': 0.5, 'max_value': 0.75, 'unit': 'feet' has leaves. has flowers. has no fruits. drought tolerant. not salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I’m looking for a resilient indoor plant that can thrive in various lighting conditions and adds a touch of greenery to my space. Ideally, it should have glossy leaves and be low-maintenance, making it perfect for my busy lifestyle. A plant that can purify the air while being visually appealing would be a great addition to my home.",hardy rubber tree,"The Linda Hall Library is a privately endowed American library of science, engineering and technology located in Kansas City, Missouri, on the grounds of a 14-acre (5.7 ha) urban arboretum. It claims to be the ""largest independently funded public library of science, engineering and technology in North America"" and ""among the largest science libraries in the world.""","The Hardy Rubber Tree Eucommia ulmoides is an amazing species that is indigenous to China. It is renowned for its hardiness as it is able to withstand temperatures as cold as -20 °F -29 °C . This tree can also survive in a variety of habitats, from dry sub-tropical climates to cool temperate ones. It can grow to heights of up to 40 feet 12 m . t only is it strong and versatile, it is also attractive and easy to care for. Its leathery leaves have a beautiful dark-green hue and develop a distinctive scent when crushed. It produces white flowers in spring and clusters of small fruits in late autumn that are edible. The most amazing thing of all is that its bark can be processed and made into a milky rubber latex that can be used to make various items, including clothing and medical supplies. A truly remarkable plant! leaves: green. twigs: brown. branches: brown. trunks: brown Common name: hardy rubber tree Sunlight: Full sun, part shade Watering: Average Growth cycle: Perennial Origin: Central China Care level: Moderate Maintenance: Low Growth rate: High Dimensions: 'type': ne, 'min_value': 40, 'max_value': 60, 'unit': 'feet' has leaves. has flowers. has no fruits. drought tolerant. not salt tolerant. thorny. no edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a versatile plant that can thrive in various climates and add year-round interest to my garden. I want something that can be either a lush green backdrop or provide vibrant color, with the ability to adapt as a shrub or vine. Ideally, it should be low-maintenance and resilient, making it perfect for both established landscapes and new garden designs.",wintercreeper euonymus,"Euonymus is a genus of flowering plants in the staff vine family Celastraceae. Common names vary widely among different species and between different English-speaking countries, but include spindle, burning-bush, strawberry-bush, wahoo, wintercreeper, or simply euonymus. It has about 140 species of deciduous and evergreen shrubs, small trees and lianas. They are mostly native to East Asia, extending to the Himalayas, and they are also distributed in Europe, Australasia, North America, and Madagascar. Fifty species are endemic to China.","Wintercreeper euonymus Euonymus fortunei 'Kewensis' is an amazing and vibrant ornamental species. Its bright foliage is suitable for filling in those shady areas in the garden. Its leaves are small and pointed, and can range in color from deep green to yellow or cream. It's a creeping plant and its vining habit allows it to spread across a wide area, giving an area volume and texture. Its dense habit makes an excellent ground cover for any area that needs an accent. In winter, its foliage turns a stunning deep red and adds color during the colder months. Wintercreeper euonymus is also tolerant of a variety of conditions, and requires minimal care; making it an ideal choice for any garden. Common name: wintercreeper euonymus Sunlight: Full sun, part shade Watering: Average Growth cycle: Herbaceous Perennial Origin: China Care level: Low Maintenance: Moderate Growth rate: Low Dimensions: 'type': ne, 'min_value': 0.25, 'max_value': 0.5, 'unit': 'feet' has leaves. has flowers. has no fruits. drought tolerant. not salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
