scientific_name,common_name,description,plant_anatomy,sunlight,soil,leaf,flowers,fruits,watering,cycle,origin,care_level,maintenance,growth_rate,text
['Cyclamen persicum'],cyclamen,"The Cyclamen persicum is an amazing plant species due to its striking beauty. The flowers come in a wide range of colors including pink, purple, white, and more and are accented with beautiful heart-shaped leaves. The plant is also known for its delicate, sweet fragrance. To top it off, the Cyclamen thrives in lower light conditions, making it a great accent piece for an indoor space. Whether you're looking for a unique addition to your home or garden, Cyclamen persicum is sure to bring beauty and fragrance to any room.",,"['part shade', 'part sun/part shade']",,True,True,False,Average,Perennial,"['Algeria', 'Cyprus', 'Greece', 'Israel', 'Jordan', 'Lebanon', 'Syria', 'Tunisia', 'Turkey']",Moderate,Moderate,Low,"The Cyclamen persicum is an amazing plant species due to its striking beauty. The flowers come in a wide range of colors including pink, purple, white, and more and are accented with beautiful heart-shaped leaves. The plant is also known for its delicate, sweet fragrance. To top it off, the Cyclamen thrives in lower light conditions, making it a great accent piece for an indoor space. Whether you're looking for a unique addition to your home or garden, Cyclamen persicum is sure to bring beauty and fragrance to any room. [] ['part shade', 'part sun/part shade'] [] True True False Average Perennial ['Algeria', 'Cyprus', 'Greece', 'Israel', 'Jordan', 'Lebanon', 'Syria', 'Tunisia', 'Turkey'] Moderate Moderate Low"
['Cydonia oblonga'],quince,"Quince (Cydonia oblonga) is an amazing plant species that can be beautiful in the landscape. It produces attractive whitish pink flowers in early summer and has a unique mounded shaped habit that can be used to add texture and interest to any garden. Its oblong shaped fuzzy fruits are also quite spectacular – they can be eaten raw and used to make jams, jellies, pies and other delicious dishes. Quince is incredibly resilient and can tolerate even the harshest of conditions – it can survive in drought, extreme cold and even in alkaline soils. So why not make space for this amazing plant in your garden today!","[{'part': 'fruits', 'color': ['pale-yellow']}, {'part': 'twigs', 'color': ['brown']}, {'part': 'branches', 'color': ['light-brown']}, {'part': 'leaves', 'color': ['green']}]",['Full sun'],['Well-drained'],True,True,True,Average,Perennial,['Western Asia'],Medium,Moderate,Moderate,"Quince (Cydonia oblonga) is an amazing plant species that can be beautiful in the landscape. It produces attractive whitish pink flowers in early summer and has a unique mounded shaped habit that can be used to add texture and interest to any garden. Its oblong shaped fuzzy fruits are also quite spectacular – they can be eaten raw and used to make jams, jellies, pies and other delicious dishes. Quince is incredibly resilient and can tolerate even the harshest of conditions – it can survive in drought, extreme cold and even in alkaline soils. So why not make space for this amazing plant in your garden today! [{'part': 'fruits', 'color': ['pale-yellow']}, {'part': 'twigs', 'color': ['brown']}, {'part': 'branches', 'color': ['light-brown']}, {'part': 'leaves', 'color': ['green']}] ['Full sun'] ['Well-drained'] True True True Average Perennial ['Western Asia'] Medium Moderate Moderate"
['Cymbalaria aequitriloba'],cymbalaria,"Cymbalaria aequitriloba, more commonly known as Kenilworth Ivy, is an amazing plant species that features beautiful greens, purples, and whites. Its dainty blossoms and trailing foliage mesmerize, cascading over rocks and down garden walls for a truly unique look. Not only is it visually pleasing, but it is also drought tolerant and evergreen. This vibrant ivy also acts as a groundcover or an edging plant, and is best grown in full sun to partial shade settings. All in all, Cymbalaria aequitriloba is definitely an interesting and easy-care ornamental plant that makes any landscape truly stand out!","[{'part': 'flower', 'color': ['white']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stems', 'color': ['lime-green']}]","['part shade', 'part sun/part shade']",,True,True,False,Average,Herbaceous Perennial,['Southern Europe'],Medium,Moderate,Low,"Cymbalaria aequitriloba, more commonly known as Kenilworth Ivy, is an amazing plant species that features beautiful greens, purples, and whites. Its dainty blossoms and trailing foliage mesmerize, cascading over rocks and down garden walls for a truly unique look. Not only is it visually pleasing, but it is also drought tolerant and evergreen. This vibrant ivy also acts as a groundcover or an edging plant, and is best grown in full sun to partial shade settings. All in all, Cymbalaria aequitriloba is definitely an interesting and easy-care ornamental plant that makes any landscape truly stand out! [{'part': 'flower', 'color': ['white']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stems', 'color': ['lime-green']}] ['part shade', 'part sun/part shade'] [] True True False Average Herbaceous Perennial ['Southern Europe'] Medium Moderate Low"
['Cymbalaria muralis'],Kenilworth ivy,"Kenilworth ivy is one of the most amazingly versatile groundcover plants. With delicate, trailing stems and small heart-shaped leaves, this ivy is perfect for adding texture and softness to garden beds. Not only is the foliage attractive, but delicate violet flowers bloom throughout spring and summer adding pops of color to the foliage. This ivy loves sunny banks and wall crevices, and is even drought resistant. Kenilworth ivy is easy to maintain and requires very little effort or upkeep to thrive, making it a perfect choice for those with busy lifestyles.",,"['Part shade', 'full shade']",,True,True,False,Average,Herbaceous Perennial,['Northern Italy'],Medium,Low,Low,"Kenilworth ivy is one of the most amazingly versatile groundcover plants. With delicate, trailing stems and small heart-shaped leaves, this ivy is perfect for adding texture and softness to garden beds. Not only is the foliage attractive, but delicate violet flowers bloom throughout spring and summer adding pops of color to the foliage. This ivy loves sunny banks and wall crevices, and is even drought resistant. Kenilworth ivy is easy to maintain and requires very little effort or upkeep to thrive, making it a perfect choice for those with busy lifestyles. [] ['Part shade', 'full shade'] [] True True False Average Herbaceous Perennial ['Northern Italy'] Medium Low Low"
['Cymbidium (group)'],orchid,"The Cymbidium orchid is an amazing plant species. Its long, graceful stems are filled with vibrant, intricate flowers in an array of colors, making it a beautiful and exotic addition to any garden. The Cymbidium orchid is also incredibly resilient and low-maintenance, tolerating outdoor temperatures ranging from full sun to shade and needing minimal watering and fertilizing. With proper care, its colorful blooms can last up to five months at a time. Thanks to its unique beauty and easy maintenance, the Cymbidium orchid is an excellent choice for the novice gardener.",,['part sun/part shade'],,True,True,False,Average,Perennial,"['China', 'Japan', 'India', 'Southeast Asia']",,Moderate,Low,"The Cymbidium orchid is an amazing plant species. Its long, graceful stems are filled with vibrant, intricate flowers in an array of colors, making it a beautiful and exotic addition to any garden. The Cymbidium orchid is also incredibly resilient and low-maintenance, tolerating outdoor temperatures ranging from full sun to shade and needing minimal watering and fertilizing. With proper care, its colorful blooms can last up to five months at a time. Thanks to its unique beauty and easy maintenance, the Cymbidium orchid is an excellent choice for the novice gardener. [] ['part sun/part shade'] [] True True False Average Perennial ['China', 'Japan', 'India', 'Southeast Asia'] Moderate Low"
['Cymbopogon citratus'],lemon grass,,"[{'part': 'foliage', 'color': ['green-yellow', 'green']}]",['Full sun'],,True,True,False,Average,Perennial,"['Southern India', 'Sri Lanka']",,Moderate,Low,"[{'part': 'foliage', 'color': ['green-yellow', 'green']}] ['Full sun'] [] True True False Average Perennial ['Southern India', 'Sri Lanka'] Moderate Low"
['Cynara cardunculus'],cardoon,"The cardoon (Cynara cardunculus) is an amazing plant species with many unique characteristics. It is native to the Mediterranean and can grow up to six feet tall! It has large, spiny leaves and an edible stem that are both juicy and sweet. It is a great source of Vitamin E and dietary fiber and is used in dishes across Europe and parts of the Middle East. Its leaves and stems can also be used as a natural dye, making it a useful plant for its ornamental value as well. Its flower heads provide nectar that attracts a number of different insect species and its leaves makes a great home for birds and small animals. The cardoon is truly an amazing plant species with something to offer everyone!","[{'part': 'flowers', 'color': ['violet', 'purple-blue']}, {'part': 'center', 'color': ['deep-purple']}, {'part': 'buds', 'color': ['god-brown', 'gold-purple']}, {'part': 'stems', 'color': ['light-green', 'dark-green']}, {'part': 'sepals', 'color': ['gold-brown']}, {'part': 'flower', 'color': ['violet-blue']}, {'part': 'leaves', 'color': ['green']}]",['Full sun'],,True,True,True,Average,Herbaceous Perennial,['Mediterranean'],Medium,Low,High,"The cardoon (Cynara cardunculus) is an amazing plant species with many unique characteristics. It is native to the Mediterranean and can grow up to six feet tall! It has large, spiny leaves and an edible stem that are both juicy and sweet. It is a great source of Vitamin E and dietary fiber and is used in dishes across Europe and parts of the Middle East. Its leaves and stems can also be used as a natural dye, making it a useful plant for its ornamental value as well. Its flower heads provide nectar that attracts a number of different insect species and its leaves makes a great home for birds and small animals. The cardoon is truly an amazing plant species with something to offer everyone! [{'part': 'flowers', 'color': ['violet', 'purple-blue']}, {'part': 'center', 'color': ['deep-purple']}, {'part': 'buds', 'color': ['god-brown', 'gold-purple']}, {'part': 'stems', 'color': ['light-green', 'dark-green']}, {'part': 'sepals', 'color': ['gold-brown']}, {'part': 'flower', 'color': ['violet-blue']}, {'part': 'leaves', 'color': ['green']}] ['Full sun'] [] True True True Average Herbaceous Perennial ['Mediterranean'] Medium Low High"
"[""Cynara cardunculus (Cardoon Group) 'Rouge D'Alger'""]",cardoon,"Cardoon (Cynara cardunculus (Cardoon Group) 'Rouge D'Alger') is an amazing plant species that is both beautiful to look at and of great use in cooking. Its deep pinky purple foliage is a beautiful addition to any garden, and the flower heads are stunning when in full bloom. Its uses in the kitchen are also outstanding; the stems have an artichoke like flavour when cooked, acting as a delicious side dish or main course. Cardoon is easy to grow, and is both drought and cold tolerant. Plant once, and you can enjoy its visual beauty and culinary flavour over and over again.",,"['Full sun', 'part shade']",,True,True,False,Minimum,Annual,['Algeria'],Medium,Low,Low,"Cardoon (Cynara cardunculus (Cardoon Group) 'Rouge D'Alger') is an amazing plant species that is both beautiful to look at and of great use in cooking. Its deep pinky purple foliage is a beautiful addition to any garden, and the flower heads are stunning when in full bloom. Its uses in the kitchen are also outstanding; the stems have an artichoke like flavour when cooked, acting as a delicious side dish or main course. Cardoon is easy to grow, and is both drought and cold tolerant. Plant once, and you can enjoy its visual beauty and culinary flavour over and over again. [] ['Full sun', 'part shade'] [] True True False Minimum Annual ['Algeria'] Medium Low Low"
['Cynara cardunculus (Scolymus Group)'],artichoke,"The artichoke (Cynara cardunculus (Scolymus Group)) is an amazing plant species with edible flower buds, which are packed with layers of deliciousness and sweetness. It has an impressive array of potential health benefits, including improved digestion, liver protection, and even potential cancer prevention. Plus, it's an excellent source of fiber, vitamins, and minerals like magnesium, potassium, and phosphorus. Its distinct flavor and unique texture make it a popular choice for soups, salads, and side dishes. And to top it off, artichoke plants are also easy to grow in your own backyard!",,['Full sun'],,True,True,False,Average,Herbaceous Perennial,"['Chile', 'Ecuador', 'United States']",Medium,Low,Low,"The artichoke (Cynara cardunculus (Scolymus Group)) is an amazing plant species with edible flower buds, which are packed with layers of deliciousness and sweetness. It has an impressive array of potential health benefits, including improved digestion, liver protection, and even potential cancer prevention. Plus, it's an excellent source of fiber, vitamins, and minerals like magnesium, potassium, and phosphorus. Its distinct flavor and unique texture make it a popular choice for soups, salads, and side dishes. And to top it off, artichoke plants are also easy to grow in your own backyard! [] ['Full sun'] [] True True False Average Herbaceous Perennial ['Chile', 'Ecuador', 'United States'] Medium Low Low"
"[""Cynodon dactylon 'Sundevil'""]",Bermuda grass,"Bermuda grass (Cynodon dactylon 'Sundevil') is a low-maintenance, drought-tolerant turfgrass perfect for yards, golf courses, sports stadiums, and golf courses alike. Its an attractive grass adapted to tolerate various environmental conditions, with a fine-textured green tuft. It is extremely quick in colonizing open areas, making it great for lawns that were damaged by fires, floods, or other disasters. It's incredibly resilient - it requires less fertilizer, less mowing, and grows well in shades. It's impressive ability to withstand heavy foot traffic makes it a top choice for parks and sports fields. Plus, it's incredibly durable in areas with fluctuating temperatures and rainfall. Bermuda grass is an amazing species that will provide you with a lush, dense, and beautiful turf without countless maintenance chores.",,['full sun'],,True,True,False,Frequent,Perennial,"['India', 'Pakistan', 'Afghanistan', 'Iran', 'Iraq', 'Saudi Arabia', 'United Arab Emirates', 'Oman', 'Yemen', 'Egypt', 'Sudan', 'Ethiopia', 'Somalia', 'Kenya', 'Tanzania', 'South Africa']",Medium,Moderate,High,"Bermuda grass (Cynodon dactylon 'Sundevil') is a low-maintenance, drought-tolerant turfgrass perfect for yards, golf courses, sports stadiums, and golf courses alike. Its an attractive grass adapted to tolerate various environmental conditions, with a fine-textured green tuft. It is extremely quick in colonizing open areas, making it great for lawns that were damaged by fires, floods, or other disasters. It's incredibly resilient - it requires less fertilizer, less mowing, and grows well in shades. It's impressive ability to withstand heavy foot traffic makes it a top choice for parks and sports fields. Plus, it's incredibly durable in areas with fluctuating temperatures and rainfall. Bermuda grass is an amazing species that will provide you with a lush, dense, and beautiful turf without countless maintenance chores. [] ['full sun'] [] True True False Frequent Perennial ['India', 'Pakistan', 'Afghanistan', 'Iran', 'Iraq', 'Saudi Arabia', 'United Arab Emirates', 'Oman', 'Yemen', 'Egypt', 'Sudan', 'Ethiopia', 'Somalia', 'Kenya', 'Tanzania', 'South Africa'] Medium Moderate High"
"[""Cynodon dactylon 'Yukon'""]",Bermuda grass,"Bermuda grass (Cynodon dactylon 'Yukon') is amazing for many reasons. One of the most notable is its extreme hardiness and resilience. It can withstand extreme temperatures, and drought or flooding. Plus, it is incredibly low maintenance: it spreads quickly and has a high tolerance for wear and tear. It’s also highly attractive, with deep-green, waxy leaves and a lush, thick texture. With its multiple uses, Bermuda grass 'Yukon' is a great choice for yards, sports fields, and golf courses alike. If you’re looking for a hard-wearing and attractive grass, this is the one.","[{'part': 'flowers', 'color': ['yellow-brown']}, {'part': 'stems', 'color': ['green']}, {'part': 'foliage', 'color': ['green']}]",['Full sun'],,True,True,False,Minimum,Perennial,"['India', 'Pakistan', 'Sri Lanka', 'Nepal', 'Afghanistan', 'Bangladesh', 'Myanmar', 'Thailand', 'China', 'Japan', 'South Korea', 'Taiwan', 'Vietnam', 'Laos', 'Cambodia', 'Malaysia', 'Indonesia', 'Philippines']",Medium,Moderate,High,"Bermuda grass (Cynodon dactylon 'Yukon') is amazing for many reasons. One of the most notable is its extreme hardiness and resilience. It can withstand extreme temperatures, and drought or flooding. Plus, it is incredibly low maintenance: it spreads quickly and has a high tolerance for wear and tear. It’s also highly attractive, with deep-green, waxy leaves and a lush, thick texture. With its multiple uses, Bermuda grass 'Yukon' is a great choice for yards, sports fields, and golf courses alike. If you’re looking for a hard-wearing and attractive grass, this is the one. [{'part': 'flowers', 'color': ['yellow-brown']}, {'part': 'stems', 'color': ['green']}, {'part': 'foliage', 'color': ['green']}] ['Full sun'] [] True True False Minimum Perennial ['India', 'Pakistan', 'Sri Lanka', 'Nepal', 'Afghanistan', 'Bangladesh', 'Myanmar', 'Thailand', 'China', 'Japan', 'South Korea', 'Taiwan', 'Vietnam', 'Laos', 'Cambodia', 'Malaysia', 'Indonesia', 'Philippines'] Medium Moderate High"
['Cynoglossum amabile'],Chinese forget-me-not,"Chinese forget-me-not (Cynoglossum amabile) is an amazing and unique species of flowering plant. It has beautiful, dark blue flowers with yellow-tinged centers. It produces an abundance of flowers throughout the spring and summer. It is drought tolerant and grows well in well-drained soil and full sun. The foliage is attractive and has a spicy scent. It also attracts a wide variety of birds and butterflies, making it a great choice for a wildlife garden. With its stunning blooms and resilience, it's no wonder that Chinese forget-me-not has been called amazing!","[{'part': 'flowers', 'color': ['light-blue', 'lavender-blue', 'blue']}, {'part': 'center', 'color': ['light-blue', 'lavender', 'white-purple']}, {'part': 'petioles', 'color': ['grey']}, {'part': 'stems', 'color': ['grey', 'green-brown', 'yellow-green', 'dark-grey']}, {'part': 'buds', 'color': ['green', 'light-green', 'dark-gray']}, {'part': 'leaves', 'color': ['lime-green', 'green']}, {'part': 'sepals', 'color': ['black']}]",['Full sun'],,True,True,False,Average,Herbaceous Perennial,['Central Asia'],Medium,Low,Low,"Chinese forget-me-not (Cynoglossum amabile) is an amazing and unique species of flowering plant. It has beautiful, dark blue flowers with yellow-tinged centers. It produces an abundance of flowers throughout the spring and summer. It is drought tolerant and grows well in well-drained soil and full sun. The foliage is attractive and has a spicy scent. It also attracts a wide variety of birds and butterflies, making it a great choice for a wildlife garden. With its stunning blooms and resilience, it's no wonder that Chinese forget-me-not has been called amazing! [{'part': 'flowers', 'color': ['light-blue', 'lavender-blue', 'blue']}, {'part': 'center', 'color': ['light-blue', 'lavender', 'white-purple']}, {'part': 'petioles', 'color': ['grey']}, {'part': 'stems', 'color': ['grey', 'green-brown', 'yellow-green', 'dark-grey']}, {'part': 'buds', 'color': ['green', 'light-green', 'dark-gray']}, {'part': 'leaves', 'color': ['lime-green', 'green']}, {'part': 'sepals', 'color': ['black']}] ['Full sun'] [] True True False Average Herbaceous Perennial ['Central Asia'] Medium Low Low"
"[""Cyperus alternifolius 'Variegatus'""]",umbrella plant,"The umbrella plant (Cyperus alternifolius 'Variegatus') is a truly amazing species. Not only is it incredibly beautiful, with its tufts of bright green leaves with thin white ribs, but its unusual umbrella-like shape gives it a truly unique look. It is easy to care for, as it requires only medium light and some occasional watering- making it perfect for any home. This plant is also said to help purify the air, making it a great addition to any room. It may be small, but the umbrella plant will certainly make a big impact in any garden!",,"['part shade', 'part sun/part shade']",,True,True,False,Average,Perennial,"['India', 'Sri Lanka', 'China', 'Japan', 'Southeast Asia']",,Moderate,Low,"The umbrella plant (Cyperus alternifolius 'Variegatus') is a truly amazing species. Not only is it incredibly beautiful, with its tufts of bright green leaves with thin white ribs, but its unusual umbrella-like shape gives it a truly unique look. It is easy to care for, as it requires only medium light and some occasional watering- making it perfect for any home. This plant is also said to help purify the air, making it a great addition to any room. It may be small, but the umbrella plant will certainly make a big impact in any garden! [] ['part shade', 'part sun/part shade'] [] True True False Average Perennial ['India', 'Sri Lanka', 'China', 'Japan', 'Southeast Asia'] Moderate Low"
['Cyperus involucratus'],umbrella plant,"The umbrella plant (Cyperus involucratus) is a unique and eye-catching addition to any garden. This versatile, hardy plant is native to warm climates, but can tolerate temperature drops and partial shade. Its bright green leaves form an umbrella-like canopy and its upright stems bear tufts of small, airy flowers that bring a stunning contrast of texture to any space. With minimal care, this low-maintenance plant can thrive in containers or gardens, adding a splash of vibrant color all season long. The umbrella plant truly brings a tropical feel to any setting, making it an amazing addition to any garden.","[{'part': 'foliage', 'color': ['yellow-green']}, {'part': 'midribs', 'color': ['light-green']}]","['full sun', 'part shade']",,True,True,False,Frequent,Perennial,"['Eastern Africa', 'Arabian Peninsula']",,Moderate,Low,"The umbrella plant (Cyperus involucratus) is a unique and eye-catching addition to any garden. This versatile, hardy plant is native to warm climates, but can tolerate temperature drops and partial shade. Its bright green leaves form an umbrella-like canopy and its upright stems bear tufts of small, airy flowers that bring a stunning contrast of texture to any space. With minimal care, this low-maintenance plant can thrive in containers or gardens, adding a splash of vibrant color all season long. The umbrella plant truly brings a tropical feel to any setting, making it an amazing addition to any garden. [{'part': 'foliage', 'color': ['yellow-green']}, {'part': 'midribs', 'color': ['light-green']}] ['full sun', 'part shade'] [] True True False Frequent Perennial ['Eastern Africa', 'Arabian Peninsula'] Moderate Low"
"[""Cyperus involucratus 'Baby Tut'""]",umbrella plant,"The umbrella plant (Cyperus involucratus 'Baby Tut') is a unique little species with amazing qualities. It is a clump forming annual and perennial grass-like plant with intricate leaves that attach at the base forming a false umbel at the top. The Baby Tut variety has especially attractive bronze-green foliage that forms an attractive contrast to the long, thin stems. The leaves are delicate and soft, perfect for adding texture to a garden. Its height can reach up to 24 inches with a canopy spread of 12 inches, bringing color, texture and form to any space. It is a low-maintenance species which makes it a great choice for both beginner and experienced gardeners.","[{'part': 'flowers', 'color': ['pale-yellow']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stems', 'color': ['green']}]","['part sun/part shade', 'full sun']",,True,True,False,Minimum,Perennial,"['India', 'Sri Lanka', 'Bangladesh', 'Myanmar', 'Thailand', 'Cambodia', 'Laos', 'Vietnam', 'Malaysia', 'Indonesia']",Medium,Moderate,Low,"The umbrella plant (Cyperus involucratus 'Baby Tut') is a unique little species with amazing qualities. It is a clump forming annual and perennial grass-like plant with intricate leaves that attach at the base forming a false umbel at the top. The Baby Tut variety has especially attractive bronze-green foliage that forms an attractive contrast to the long, thin stems. The leaves are delicate and soft, perfect for adding texture to a garden. Its height can reach up to 24 inches with a canopy spread of 12 inches, bringing color, texture and form to any space. It is a low-maintenance species which makes it a great choice for both beginner and experienced gardeners. [{'part': 'flowers', 'color': ['pale-yellow']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stems', 'color': ['green']}] ['part sun/part shade', 'full sun'] [] True True False Minimum Perennial ['India', 'Sri Lanka', 'Bangladesh', 'Myanmar', 'Thailand', 'Cambodia', 'Laos', 'Vietnam', 'Malaysia', 'Indonesia'] Medium Moderate Low"
"[""Cyperus involucratus 'Gracilis'""]",umbrella plant,"The Umbrella Plant (Cyperus involucratus 'Gracilis') showcases a delicate, lacey display of stems that form the crown of an ""umbrella"" from which it derives its name. The striking form, color and texture of the fringed foliage makes this an eye-catching accent plant in any garden setting. The Umbrella Plant thrives in damp areas and provides an amazing vertical presence to any pond or wetland area. Its shallow root system and hardy nature make it an ideal choice for naturalizing and for tolerating water disturbances. Perfect for a magnificent display of beauty and texture, the Umbrella Plant is truly an amazing specimen.",,"['full sun', 'part sun/part shade']",,True,True,False,Average,Perennial,"['India', 'Sri Lanka', 'Bangladesh', 'Myanmar', 'Thailand', 'Cambodia', 'Laos', 'Vietnam', 'Malaysia', 'Indonesia']",Moderate,Moderate,Low,"The Umbrella Plant (Cyperus involucratus 'Gracilis') showcases a delicate, lacey display of stems that form the crown of an ""umbrella"" from which it derives its name. The striking form, color and texture of the fringed foliage makes this an eye-catching accent plant in any garden setting. The Umbrella Plant thrives in damp areas and provides an amazing vertical presence to any pond or wetland area. Its shallow root system and hardy nature make it an ideal choice for naturalizing and for tolerating water disturbances. Perfect for a magnificent display of beauty and texture, the Umbrella Plant is truly an amazing specimen. [] ['full sun', 'part sun/part shade'] [] True True False Average Perennial ['India', 'Sri Lanka', 'Bangladesh', 'Myanmar', 'Thailand', 'Cambodia', 'Laos', 'Vietnam', 'Malaysia', 'Indonesia'] Moderate Moderate Low"
['Cyperus papyrus KING TUT'],papyrus,"Papyrus (Cyperus papyrus King Tut) is an amazing plant species for so many reasons. Not only is it native to Africa, but it also boasts a beautiful deep red foliage which makes it a great ornamental plant. It is drought-tolerant and can tolerate salty soils, making it a great choice for a low-maintenance garden. Moreover, its papyrus fibres have many uses in paper, rope, and basket-making. Papyrus is also excellent for purifying water due to its thick roots. Finally, papyrus is an excellent surface plant for an aquatic setup, with its attractive foliage providing cover for fish. All in all, papyrus is an amazing plant species with many remarkable traits!",,"['Full sun', 'part shade']",,False,True,False,Average,Perennial,['Egypt'],,Moderate,High,"Papyrus (Cyperus papyrus King Tut) is an amazing plant species for so many reasons. Not only is it native to Africa, but it also boasts a beautiful deep red foliage which makes it a great ornamental plant. It is drought-tolerant and can tolerate salty soils, making it a great choice for a low-maintenance garden. Moreover, its papyrus fibres have many uses in paper, rope, and basket-making. Papyrus is also excellent for purifying water due to its thick roots. Finally, papyrus is an excellent surface plant for an aquatic setup, with its attractive foliage providing cover for fish. All in all, papyrus is an amazing plant species with many remarkable traits! [] ['Full sun', 'part shade'] [] False True False Average Perennial ['Egypt'] Moderate High"
['Cyphomandra betacea'],tree tomato,"Tree tomatoes (Cyphomandra betacea) are a delicious and versatile subtropical fruit that can be eaten raw, cooked, juiced, or dried. With its sweet and tart flavor, it is an ideal snack for adults and kids alike. The health benefits of tree tomatoes are extensive, as they are packed with minerals and vitamins, including vitamins A, E, and C, and potassium and calcium. Tree tomatoes are also known to help reduce inflammation, boost the immune system, and improve digestion. Not only are they a great source of nutrition, they are a visually stunning addition to any garden with their attractive foliage, beautiful purple flowers, and bright yellow and red-orange fruits. Tree tomatoes are extremely easy to grow and are sure to amaze you with their amazing flavor and nutritional value.","[{'part': 'fruits', 'color': ['pale-orange', 'dark-brown', 'bright-red']}, {'part': 'leaves', 'color': ['green-yellow', 'yellow-green', 'light-green']}, {'part': 'veins', 'color': ['light-green', 'lime-green', 'yellow-green']}, {'part': 'petioles', 'color': ['light-green', 'light-brown']}, {'part': 'branches', 'color': ['dark-brown', 'dark-green', 'red-brown']}, {'part': 'fruit', 'color': ['dark-green']}, {'part': 'midribs', 'color': ['lime-green']}, {'part': 'stems', 'color': ['light-brown']}]","['Full sun', 'part shade']",,True,True,True,Average,Perennial,"['Peru', 'Brazil']",Medium,Moderate,Low,"Tree tomatoes (Cyphomandra betacea) are a delicious and versatile subtropical fruit that can be eaten raw, cooked, juiced, or dried. With its sweet and tart flavor, it is an ideal snack for adults and kids alike. The health benefits of tree tomatoes are extensive, as they are packed with minerals and vitamins, including vitamins A, E, and C, and potassium and calcium. Tree tomatoes are also known to help reduce inflammation, boost the immune system, and improve digestion. Not only are they a great source of nutrition, they are a visually stunning addition to any garden with their attractive foliage, beautiful purple flowers, and bright yellow and red-orange fruits. Tree tomatoes are extremely easy to grow and are sure to amaze you with their amazing flavor and nutritional value. [{'part': 'fruits', 'color': ['pale-orange', 'dark-brown', 'bright-red']}, {'part': 'leaves', 'color': ['green-yellow', 'yellow-green', 'light-green']}, {'part': 'veins', 'color': ['light-green', 'lime-green', 'yellow-green']}, {'part': 'petioles', 'color': ['light-green', 'light-brown']}, {'part': 'branches', 'color': ['dark-brown', 'dark-green', 'red-brown']}, {'part': 'fruit', 'color': ['dark-green']}, {'part': 'midribs', 'color': ['lime-green']}, {'part': 'stems', 'color': ['light-brown']}] ['Full sun', 'part shade'] [] True True True Average Perennial ['Peru', 'Brazil'] Medium Moderate Low"
['Cypripedium kentuckiense'],lady slipper,"The Lady Slipper (Cypripedium kentuckiense) is an amazing species of plant that can be found in North America. Its unique, large pink flower looks like a shoe with closed petals that resemble a slipper. Since it is a protected species you can find it mostly in the wild, like in woods, wetlands, and meadows. What makes is so interesting is that it grows in colonies and blooms beautiful pink flowers between June-August. The plant needs a specific environment in order to thrive, and the flowers will only open when temperatures are warm and bees come to pollinate them. It is definitely worth a spot in any garden as an amazing, rare specimen.",,"['Part shade', 'full shade']",,False,True,False,Frequent,Perennial,['United States'],Medium,Moderate,Low,"The Lady Slipper (Cypripedium kentuckiense) is an amazing species of plant that can be found in North America. Its unique, large pink flower looks like a shoe with closed petals that resemble a slipper. Since it is a protected species you can find it mostly in the wild, like in woods, wetlands, and meadows. What makes is so interesting is that it grows in colonies and blooms beautiful pink flowers between June-August. The plant needs a specific environment in order to thrive, and the flowers will only open when temperatures are warm and bees come to pollinate them. It is definitely worth a spot in any garden as an amazing, rare specimen. [] ['Part shade', 'full shade'] [] False True False Frequent Perennial ['United States'] Medium Moderate Low"
['Cyrtomium falcatum'],Japanese holly fern,"The Japanese holly fern (Cyrtomium falcatum) is truly amazing. Featuring intoxicating, glossy green fronds, this captivating species is an ideal addition to any home or garden. It's also incredibly hardy, with a wide range of growing requirements, and needs less water compared to other varieties. This plant has a gorgeous symmetry in form and is easy to care for, which makes it an ideal plant for even gardening beginners. Plus, it does well in lower light environments thanks to its ability to photosynthesize even without full sunlight. With no special requirements, the Japanese holly fern is the perfect choice for creating an impressive urban display.","[{'part': 'leaves', 'color': ['light-green']}, {'part': 'midribs', 'color': ['dark-green']}, {'part': 'stems', 'color': ['dark-brown']}]","['filtered shade', 'part sun/part shade']","['Alkaline', ' Humus rich', ' Well-drained']",True,True,True,Frequent,Perennial,"['China', 'Japan', 'North and South Korea', 'Taiwan', 'Vietnam']",Moderate,Moderate,Low,"The Japanese holly fern (Cyrtomium falcatum) is truly amazing. Featuring intoxicating, glossy green fronds, this captivating species is an ideal addition to any home or garden. It's also incredibly hardy, with a wide range of growing requirements, and needs less water compared to other varieties. This plant has a gorgeous symmetry in form and is easy to care for, which makes it an ideal plant for even gardening beginners. Plus, it does well in lower light environments thanks to its ability to photosynthesize even without full sunlight. With no special requirements, the Japanese holly fern is the perfect choice for creating an impressive urban display. [{'part': 'leaves', 'color': ['light-green']}, {'part': 'midribs', 'color': ['dark-green']}, {'part': 'stems', 'color': ['dark-brown']}] ['filtered shade', 'part sun/part shade'] ['Alkaline', ' Humus rich', ' Well-drained'] True True True Frequent Perennial ['China', 'Japan', 'North and South Korea', 'Taiwan', 'Vietnam'] Moderate Moderate Low"
